particle,kinetic_energy_mev,angle_deg,threshold_mip,threshold_mev,events,successes,response_probability,wilson95_low,wilson95_high,include_steel
e-,100.0,20.0,0.5,1.78926,3000,2994,0.998,0.9956431969391587,0.9990830697304166,True
e-,300.0,20.0,0.5,1.78926,3000,2998,0.9993333333333333,0.9975723661607839,0.9998171569121904,True
e-,1000.0,20.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,3000.0,20.0,0.5,1.78926,3000,2999,0.9996666666666667,0.9981141811156959,0.9999411560581286,True
e-,10000.0,20.0,0.5,1.78926,3000,2998,0.9993333333333333,0.9975723661607839,0.9998171569121904,True
e-,0.5,40.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,40.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,40.0,0.5,1.78926,3000,65,0.021666666666666667,0.017036032303674745,0.027520732976887098,True
e-,10.0,40.0,0.5,1.78926,3000,2814,0.938,0.9287977303482605,0.9460819981683538,True
e-,30.0,40.0,0.5,1.78926,3000,2947,0.9823333333333333,0.9769652566345906,0.9864677472950449,True
e-,100.0,40.0,0.5,1.78926,3000,2996,0.9986666666666667,0.9965765205209367,0.9994813743503383,True
e-,300.0,40.0,0.5,1.78926,3000,2999,0.9996666666666667,0.9981141811156959,0.9999411560581286,True
e-,1000.0,40.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,3000.0,40.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,10000.0,40.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,0.5,60.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,60.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,60.0,0.5,1.78926,3000,20,0.006666666666666667,0.004319839120639022,0.010275291621682595,True
e-,10.0,60.0,0.5,1.78926,3000,2226,0.742,0.7260408073231724,0.7573402298937698,True
e-,30.0,60.0,0.5,1.78926,3000,2900,0.9666666666666667,0.9596228935228089,0.972516847666887,True
e-,100.0,60.0,0.5,1.78926,3000,2988,0.996,0.9930210628765852,0.9977103191878915,True
e-,300.0,60.0,0.5,1.78926,3000,2996,0.9986666666666667,0.9965765205209367,0.9994813743503383,True
e-,1000.0,60.0,0.5,1.78926,3000,2998,0.9993333333333333,0.9975723661607839,0.9998171569121904,True
e-,3000.0,60.0,0.5,1.78926,3000,2997,0.999,0.9970638561911638,0.9996598527809608,True
e-,10000.0,60.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,0.5,70.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,70.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,70.0,0.5,1.78926,3000,3,0.001,0.00034014721903916404,0.002936143808836147,True
e-,10.0,70.0,0.5,1.78926,3000,1656,0.552,0.5341498389201789,0.5697171608123874,True
e-,30.0,70.0,0.5,1.78926,3000,2725,0.9083333333333333,0.8974789246442586,0.9181433488967251,True
e-,100.0,70.0,0.5,1.78926,3000,2963,0.9876666666666667,0.9830471566412514,0.9910388729019807,True
e-,300.0,70.0,0.5,1.78926,3000,2991,0.997,0.9943079568813202,0.9984208674857058,True
e-,1000.0,70.0,0.5,1.78926,3000,2998,0.9993333333333333,0.9975723661607839,0.9998171569121904,True
e-,3000.0,70.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,10000.0,70.0,0.5,1.78926,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,0.5,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,0.0,1.0,3.57852,3000,2546,0.8486666666666667,0.8353972280150731,0.8610443214737996,True
e-,30.0,0.0,1.0,3.57852,3000,1989,0.663,0.6458865808749804,0.6796965144405634,True
e-,100.0,0.0,1.0,3.57852,3000,1925,0.6416666666666667,0.6243367582688318,0.6586342345923258,True
e-,300.0,0.0,1.0,3.57852,3000,1912,0.6373333333333333,0.6199640032717396,0.6543514062783707,True
e-,1000.0,0.0,1.0,3.57852,3000,1904,0.6346666666666667,0.6172738276875885,0.6517150690557237,True
e-,3000.0,0.0,1.0,3.57852,3000,1905,0.635,0.6176100684853215,0.6520446423588405,True
e-,10000.0,0.0,1.0,3.57852,3000,1908,0.636,0.6186188442373233,0.653033308909388,True
e-,0.5,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,20.0,1.0,3.57852,3000,2614,0.8713333333333333,0.8588751645526472,0.8828417437940107,True
e-,30.0,20.0,1.0,3.57852,3000,2502,0.834,0.8202600369657372,0.8468856920857449,True
e-,100.0,20.0,1.0,3.57852,3000,2486,0.8286666666666667,0.8147650560405515,0.8417276473973343,True
e-,300.0,20.0,1.0,3.57852,3000,2482,0.8273333333333334,0.8133920585046501,0.8404373885298366,True
e-,1000.0,20.0,1.0,3.57852,3000,2485,0.8283333333333334,0.8144217789865267,0.8414051103505094,True
e-,3000.0,20.0,1.0,3.57852,3000,2499,0.833,0.8192293586667864,0.8459189280821465,True
e-,10000.0,20.0,1.0,3.57852,3000,2473,0.8243333333333334,0.810303883387562,0.8375332367392767,True
e-,0.5,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,40.0,1.0,3.57852,3000,2647,0.8823333333333333,0.870311360071726,0.8933774136029746,True
e-,30.0,40.0,1.0,3.57852,3000,2894,0.9646666666666667,0.9574435116421962,0.9707013449424009,True
e-,100.0,40.0,1.0,3.57852,3000,2950,0.9833333333333333,0.9780955943533322,0.9873348518788526,True
e-,300.0,40.0,1.0,3.57852,3000,2969,0.9896666666666667,0.985370258715706,0.9927106554326248,True
e-,1000.0,40.0,1.0,3.57852,3000,2955,0.985,0.9799888940343428,0.988770622702091,True
e-,3000.0,40.0,1.0,3.57852,3000,2945,0.9816666666666667,0.9762138340741919,0.985887541653744,True
e-,10000.0,40.0,1.0,3.57852,3000,2974,0.9913333333333333,0.9873312537039419,0.9940787309486377,True
e-,0.5,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,60.0,1.0,3.57852,3000,2009,0.6696666666666666,0.6526287098981719,0.6862706674343674,True
e-,30.0,60.0,1.0,3.57852,3000,2855,0.9516666666666667,0.9433976863354552,0.9587804203160004,True
e-,100.0,60.0,1.0,3.57852,3000,2963,0.9876666666666667,0.9830471566412514,0.9910388729019807,True
e-,300.0,60.0,1.0,3.57852,3000,2993,0.9976666666666667,0.9951911846593626,0.9988692679093629,True
e-,1000.0,60.0,1.0,3.57852,3000,2990,0.9966666666666667,0.9938746440277139,0.9981883662384624,True
e-,3000.0,60.0,1.0,3.57852,3000,2994,0.998,0.9956431969391587,0.9990830697304166,True
e-,10000.0,60.0,1.0,3.57852,3000,2995,0.9983333333333333,0.9961041847113639,0.9992878960590612,True
e-,0.5,70.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,70.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,70.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,70.0,1.0,3.57852,3000,1424,0.4746666666666667,0.4568415029054163,0.4925566254300003,True
e-,30.0,70.0,1.0,3.57852,3000,2658,0.886,0.8741304023330911,0.8968823264509573,True
e-,100.0,70.0,1.0,3.57852,3000,2953,0.9843333333333333,0.9792300783910395,0.9881978101436948,True
e-,300.0,70.0,1.0,3.57852,3000,2989,0.9963333333333333,0.9934458647605265,0.9979513314047997,True
e-,1000.0,70.0,1.0,3.57852,3000,2997,0.999,0.9970638561911638,0.9996598527809608,True
e-,3000.0,70.0,1.0,3.57852,3000,2998,0.9993333333333333,0.9975723661607839,0.9998171569121904,True
e-,10000.0,70.0,1.0,3.57852,3000,3000,1.0,0.9987211512746742,1.0000000000000002,True
e-,0.5,0.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,0.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,0.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,0.0,2.0,7.15704,3000,381,0.127,0.1155600153108971,0.13939400583819606,True
e-,30.0,0.0,2.0,7.15704,3000,111,0.037,0.030815880164332454,0.044368333755319386,True
e-,100.0,0.0,2.0,7.15704,3000,106,0.035333333333333335,0.029298655057599106,0.042556488357803825,True
e-,300.0,0.0,2.0,7.15704,3000,110,0.03666666666666667,0.030512135769472128,0.04400626404932994,True
e-,1000.0,0.0,2.0,7.15704,3000,129,0.043,0.0363065587076942,0.05086230902725372,True
e-,3000.0,0.0,2.0,7.15704,3000,142,0.04733333333333333,0.04029631456999429,0.055528136476000814,True
e-,10000.0,0.0,2.0,7.15704,3000,160,0.05333333333333334,0.04584887477722538,0.06196023008406583,True
e-,0.5,20.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,20.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,20.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,20.0,2.0,7.15704,3000,567,0.189,0.17539133639121252,0.20340410751594024,True
e-,30.0,20.0,2.0,7.15704,3000,152,0.050666666666666665,0.04337731140028998,0.05910528065420295,True
e-,100.0,20.0,2.0,7.15704,3000,145,0.04833333333333333,0.041219579683999655,0.056602313664544796,True
e-,300.0,20.0,2.0,7.15704,3000,145,0.04833333333333333,0.041219579683999655,0.056602313664544796,True
e-,1000.0,20.0,2.0,7.15704,3000,174,0.058,0.05018726284558232,0.06694323942760584,True
e-,3000.0,20.0,2.0,7.15704,3000,181,0.060333333333333336,0.05236224245603363,0.069428958523103,True
e-,10000.0,20.0,2.0,7.15704,3000,204,0.068,0.0595328433782643,0.07757208192041733,True
e-,0.5,40.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,40.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,40.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,40.0,2.0,7.15704,3000,918,0.306,0.2897665013824061,0.32272969192302037,True
e-,30.0,40.0,2.0,7.15704,3000,436,0.14533333333333334,0.13317525647560452,0.1583985402202267,True
e-,100.0,40.0,2.0,7.15704,3000,320,0.10666666666666667,0.09611920100638773,0.1182201599908687,True
e-,300.0,40.0,2.0,7.15704,3000,337,0.11233333333333333,0.10152575495684299,0.12413244575485971,True
e-,1000.0,40.0,2.0,7.15704,3000,360,0.12,0.10885485831348496,0.13211706671776274,True
e-,3000.0,40.0,2.0,7.15704,3000,373,0.12433333333333334,0.11300422874570978,0.13662327959658513,True
e-,10000.0,40.0,2.0,7.15704,3000,405,0.135,0.12323749349046723,0.14769606607902072,True
e-,0.5,60.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,60.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,60.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,60.0,2.0,7.15704,3000,485,0.16166666666666665,0.1489270134352054,0.1752716742022651,True
e-,30.0,60.0,2.0,7.15704,3000,1787,0.5956666666666667,0.5779937399044297,0.613094907039458,True
e-,100.0,60.0,2.0,7.15704,3000,2139,0.713,0.6965484120269261,0.7289067984160851,True
e-,300.0,60.0,2.0,7.15704,3000,2205,0.735,0.7189140950891435,0.7504848460099534,True
e-,1000.0,60.0,2.0,7.15704,3000,2231,0.7436666666666667,0.7277384079298457,0.7589716997913456,True
e-,3000.0,60.0,2.0,7.15704,3000,2209,0.7363333333333333,0.7202711678871465,0.7517910296153494,True
e-,10000.0,60.0,2.0,7.15704,3000,2246,0.7486666666666667,0.7328330044006942,0.7638643148332437,True
e-,0.5,70.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,1.0,70.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,3.0,70.0,2.0,7.15704,3000,0,0.0,0.0,0.0012788487253259629,True
e-,10.0,70.0,2.0,7.15704,3000,313,0.10433333333333333,0.0938957600933863,0.11578290219792164,True
e-,30.0,70.0,2.0,7.15704,3000,2157,0.719,0.7026433729317254,0.7347964913265819,True
e-,100.0,70.0,2.0,7.15704,3000,2812,0.9373333333333334,0.9280889017177788,0.9454591985971362,True
e-,300.0,70.0,2.0,7.15704,3000,2917,0.9723333333333334,0.9658328965073789,0.9776256843967633,True
e-,1000.0,70.0,2.0,7.15704,3000,2923,0.9743333333333334,0.9680390907923707,0.9794143747168701,True
e-,3000.0,70.0,2.0,7.15704,3000,2923,0.9743333333333334,0.9680390907923707,0.9794143747168701,True
e-,10000.0,70.0,2.0,7.15704,3000,2923,0.9743333333333334,0.9680390907923707,0.9794143747168701,True
gamma,0.5,0.0,0.25,0.89463,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,0.0,0.25,0.89463,3000,7,0.0023333333333333335,0.0011307320906370835,0.004808815340637359,True
gamma,3.0,0.0,0.25,0.89463,3000,195,0.065,0.056722755168535435,0.07438984322249816,True
gamma,10.0,0.0,0.25,0.89463,3000,164,0.05466666666666667,0.047086765023045096,0.06338559624164523,True
gamma,30.0,0.0,0.25,0.89463,3000,160,0.05333333333333334,0.04584887477722538,0.06196023008406583,True
gamma,100.0,0.0,0.25,0.89463,3000,149,0.049666666666666665,0.042451991585445485,0.0580331581664981,True
gamma,300.0,0.0,0.25,0.89463,3000,205,0.06833333333333333,0.059845390313466564,0.07792534908606481,True
gamma,1000.0,0.0,0.25,0.89463,3000,211,0.07033333333333333,0.061721947412477295,0.08004367659215282,True
gamma,3000.0,0.0,0.25,0.89463,3000,185,0.06166666666666667,0.05360670722610212,0.07084775015643364,True
gamma,10000.0,0.0,0.25,0.89463,3000,202,0.06733333333333333,0.05890793542797179,0.07686536166901026,True
gamma,0.5,20.0,0.25,0.89463,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,20.0,0.25,0.89463,3000,5,0.0016666666666666668,0.0007121039409388158,0.0038958152886360608,True
gamma,3.0,20.0,0.25,0.89463,3000,216,0.072,0.06328737179829913,0.08180732271057986,True
gamma,10.0,20.0,0.25,0.89463,3000,160,0.05333333333333334,0.04584887477722538,0.06196023008406583,True
gamma,30.0,20.0,0.25,0.89463,3000,167,0.05566666666666667,0.04801606556145485,0.06445373800578483,True
gamma,100.0,20.0,0.25,0.89463,3000,187,0.06233333333333333,0.0542293667315876,0.07155671885264772,True
gamma,300.0,20.0,0.25,0.89463,3000,208,0.06933333333333333,0.06078339797179763,0.07898478373028311,True
gamma,1000.0,20.0,0.25,0.89463,3000,224,0.07466666666666667,0.06579500409098284,0.08462620322469445,True
gamma,3000.0,20.0,0.25,0.89463,3000,237,0.079,0.06987725542619352,0.08919953520053092,True
gamma,10000.0,20.0,0.25,0.89463,3000,218,0.07266666666666667,0.0639139441388719,0.0825123785717067,True
gamma,0.5,40.0,0.25,0.89463,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,40.0,0.25,0.89463,3000,2,0.0006666666666666666,0.00018284308780954395,0.0024276338392159843,True
gamma,3.0,40.0,0.25,0.89463,3000,235,0.07833333333333334,0.06924864678390356,0.08849651564112133,True
gamma,10.0,40.0,0.25,0.89463,3000,234,0.078,0.0689344186666951,0.08814492965748001,True
gamma,30.0,40.0,0.25,0.89463,3000,214,0.07133333333333333,0.0626610280287148,0.08110203827846464,True
gamma,100.0,40.0,0.25,0.89463,3000,199,0.06633333333333333,0.057971044709308375,0.07580481008512431,True
gamma,300.0,40.0,0.25,0.89463,3000,264,0.088,0.0783822865297667,0.09867148481990187,True
gamma,1000.0,40.0,0.25,0.89463,3000,275,0.09166666666666666,0.08185665110327484,0.10252107535574134,True
gamma,3000.0,40.0,0.25,0.89463,3000,285,0.095,0.08501949220596522,0.1060163752615488,True
gamma,10000.0,40.0,0.25,0.89463,3000,321,0.107,0.09643697103671704,0.11856820406138914,True
gamma,0.5,60.0,0.25,0.89463,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,60.0,0.25,0.89463,3000,5,0.0016666666666666668,0.0007121039409388158,0.0038958152886360608,True
gamma,3.0,60.0,0.25,0.89463,3000,356,0.11866666666666667,0.1075790990429635,0.1307295695848851,True
gamma,10.0,60.0,0.25,0.89463,3000,358,0.11933333333333333,0.10821692059145281,0.13142337623809533,True
gamma,30.0,60.0,0.25,0.89463,3000,334,0.11133333333333334,0.10057097984346397,0.12308977856568942,True
gamma,100.0,60.0,0.25,0.89463,3000,342,0.114,0.10311767354904272,0.12586959766690892,True
gamma,300.0,60.0,0.25,0.89463,3000,396,0.132,0.1203567048534542,0.14458452780838568,True
gamma,1000.0,60.0,0.25,0.89463,3000,385,0.12833333333333333,0.11683855494280439,0.14077872260968788,True
gamma,3000.0,60.0,0.25,0.89463,3000,447,0.149,0.1367068890442328,0.162190862760946,True
gamma,10000.0,60.0,0.25,0.89463,3000,445,0.14833333333333334,0.13606457424868373,0.16150154935479555,True
gamma,0.5,70.0,0.25,0.89463,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,70.0,0.25,0.89463,3000,11,0.0036666666666666666,0.0020486685952001804,0.006554135239473392,True
gamma,3.0,70.0,0.25,0.89463,3000,513,0.171,0.1579498340734792,0.1848916483877853,True
gamma,10.0,70.0,0.25,0.89463,3000,475,0.15833333333333333,0.14570829524894569,0.17183225138002706,True
gamma,30.0,70.0,0.25,0.89463,3000,459,0.153,0.1405626033953825,0.16632491761999368,True
gamma,100.0,70.0,0.25,0.89463,3000,514,0.17133333333333334,0.1582723526026657,0.18523494395944856,True
gamma,300.0,70.0,0.25,0.89463,3000,530,0.17666666666666667,0.16343513893872877,0.19072518323698204,True
gamma,1000.0,70.0,0.25,0.89463,3000,565,0.18833333333333332,0.17474446165617466,0.20271935404927852,True
gamma,3000.0,70.0,0.25,0.89463,3000,633,0.211,0.19677376419067036,0.22596541037256804,True
gamma,10000.0,70.0,0.25,0.89463,3000,592,0.19733333333333333,0.18348275924988117,0.21195803717851613,True
gamma,0.5,0.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,0.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,0.0,0.5,1.78926,3000,117,0.039,0.0326413451987874,0.04653775332596314,True
gamma,10.0,0.0,0.5,1.78926,3000,140,0.04666666666666667,0.03968131639113648,0.05481150645315906,True
gamma,30.0,0.0,0.5,1.78926,3000,145,0.04833333333333333,0.041219579683999655,0.056602313664544796,True
gamma,100.0,0.0,0.5,1.78926,3000,137,0.04566666666666667,0.03875960781167959,0.0537357727300666,True
gamma,300.0,0.0,0.5,1.78926,3000,195,0.065,0.056722755168535435,0.07438984322249816,True
gamma,1000.0,0.0,0.5,1.78926,3000,201,0.067,0.058595575261858435,0.07651190773427385,True
gamma,3000.0,0.0,0.5,1.78926,3000,171,0.057,0.04925627402901687,0.06587678594162194,True
gamma,10000.0,0.0,0.5,1.78926,3000,193,0.06433333333333334,0.05609900349433693,0.07368196669499709,True
gamma,0.5,20.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,20.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,20.0,0.5,1.78926,3000,127,0.042333333333333334,0.03569444849435774,0.05014279103889063,True
gamma,10.0,20.0,0.5,1.78926,3000,133,0.044333333333333336,0.03753218141738335,0.05229994272096372,True
gamma,30.0,20.0,0.5,1.78926,3000,148,0.04933333333333333,0.04214374236315084,0.05767559328794296,True
gamma,100.0,20.0,0.5,1.78926,3000,178,0.059333333333333335,0.05142965866607647,0.06836410001051083,True
gamma,300.0,20.0,0.5,1.78926,3000,200,0.06666666666666667,0.058283278209758996,0.0761583906855235,True
gamma,1000.0,20.0,0.5,1.78926,3000,212,0.07066666666666667,0.06203491577815216,0.08039652232732775,True
gamma,3000.0,20.0,0.5,1.78926,3000,224,0.07466666666666667,0.06579500409098284,0.08462620322469445,True
gamma,10000.0,20.0,0.5,1.78926,3000,208,0.06933333333333333,0.06078339797179763,0.07898478373028311,True
gamma,0.5,40.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,40.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,40.0,0.5,1.78926,3000,148,0.04933333333333333,0.04214374236315084,0.05767559328794296,True
gamma,10.0,40.0,0.5,1.78926,3000,200,0.06666666666666667,0.058283278209758996,0.0761583906855235,True
gamma,30.0,40.0,0.5,1.78926,3000,197,0.06566666666666666,0.05734677014110726,0.07509745645162587,True
gamma,100.0,40.0,0.5,1.78926,3000,193,0.06433333333333334,0.05609900349433693,0.07368196669499709,True
gamma,300.0,40.0,0.5,1.78926,3000,252,0.084,0.07459808132677005,0.09446592081270115,True
gamma,1000.0,40.0,0.5,1.78926,3000,264,0.088,0.0783822865297667,0.09867148481990187,True
gamma,3000.0,40.0,0.5,1.78926,3000,280,0.09333333333333334,0.08343756972048183,0.10426922724278329,True
gamma,10000.0,40.0,0.5,1.78926,3000,309,0.103,0.09262598088993688,0.1143894249979719,True
gamma,0.5,60.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,60.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,60.0,0.5,1.78926,3000,236,0.07866666666666666,0.06956292580188018,0.08884805072399447,True
gamma,10.0,60.0,0.5,1.78926,3000,327,0.109,0.09834428966067715,0.12065577004252773,True
gamma,30.0,60.0,0.5,1.78926,3000,314,0.10466666666666667,0.09421329180776727,0.11613118458439045,True
gamma,100.0,60.0,0.5,1.78926,3000,324,0.108,0.09739048149367811,0.11961213590697743,True
gamma,300.0,60.0,0.5,1.78926,3000,381,0.127,0.1155600153108971,0.13939400583819606,True
gamma,1000.0,60.0,0.5,1.78926,3000,371,0.12366666666666666,0.11236555571111981,0.1359303244294755,True
gamma,3000.0,60.0,0.5,1.78926,3000,437,0.14566666666666667,0.1334962021573793,0.15874340863930167,True
gamma,10000.0,60.0,0.5,1.78926,3000,431,0.14366666666666666,0.13157086864337703,0.1566738575482053,True
gamma,0.5,70.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,70.0,0.5,1.78926,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,70.0,0.5,1.78926,3000,335,0.11166666666666666,0.10088920659365967,0.12343736591634348,True
gamma,10.0,70.0,0.5,1.78926,3000,433,0.14433333333333334,0.1322125554006789,0.157363798992603,True
gamma,30.0,70.0,0.5,1.78926,3000,440,0.14666666666666667,0.13445917427378748,0.15977787882544284,True
gamma,100.0,70.0,0.5,1.78926,3000,505,0.16833333333333333,0.15537035766425142,0.18214461199021478,True
gamma,300.0,70.0,0.5,1.78926,3000,521,0.17366666666666666,0.16053049842591308,0.18763749684214967,True
gamma,1000.0,70.0,0.5,1.78926,3000,553,0.18433333333333332,0.17086461548018977,0.198609431015066,True
gamma,3000.0,70.0,0.5,1.78926,3000,621,0.207,0.19288109376752982,0.22186831158551118,True
gamma,10000.0,70.0,0.5,1.78926,3000,578,0.19266666666666668,0.17895032096655952,0.20716907804994086,True
gamma,0.5,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,0.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,10.0,0.0,1.0,3.57852,3000,81,0.027,0.021777157175250608,0.033432633718907756,True
gamma,30.0,0.0,1.0,3.57852,3000,113,0.03766666666666667,0.031423804566223214,0.0450920375551282,True
gamma,100.0,0.0,1.0,3.57852,3000,116,0.03866666666666667,0.03233675293648952,0.04617653148741124,True
gamma,300.0,0.0,1.0,3.57852,3000,175,0.058333333333333334,0.05049774759770786,0.06729856877633007,True
gamma,1000.0,0.0,1.0,3.57852,3000,181,0.060333333333333336,0.05236224245603363,0.069428958523103,True
gamma,3000.0,0.0,1.0,3.57852,3000,145,0.04833333333333333,0.041219579683999655,0.056602313664544796,True
gamma,10000.0,0.0,1.0,3.57852,3000,170,0.056666666666666664,0.04894610168340463,0.06552114418638438,True
gamma,0.5,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,20.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,10.0,20.0,1.0,3.57852,3000,83,0.027666666666666666,0.02237431560323675,0.03416710349262118,True
gamma,30.0,20.0,1.0,3.57852,3000,112,0.037333333333333336,0.03111977038239726,0.04473025763810437,True
gamma,100.0,20.0,1.0,3.57852,3000,159,0.053,0.04553961731667641,0.061603673443764995,True
gamma,300.0,20.0,1.0,3.57852,3000,187,0.06233333333333333,0.0542293667315876,0.07155671885264772,True
gamma,1000.0,20.0,1.0,3.57852,3000,192,0.064,0.055787227577051686,0.07332792851143254,True
gamma,3000.0,20.0,1.0,3.57852,3000,205,0.06833333333333333,0.059845390313466564,0.07792534908606481,True
gamma,10000.0,20.0,1.0,3.57852,3000,188,0.06266666666666666,0.054540801402863825,0.07191109828222125,True
gamma,0.5,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,40.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,10.0,40.0,1.0,3.57852,3000,145,0.04833333333333333,0.041219579683999655,0.056602313664544796,True
gamma,30.0,40.0,1.0,3.57852,3000,162,0.054,0.046467649316585216,0.06267308374640554,True
gamma,100.0,40.0,1.0,3.57852,3000,171,0.057,0.04925627402901687,0.06587678594162194,True
gamma,300.0,40.0,1.0,3.57852,3000,230,0.07666666666666666,0.06767802120373247,0.0867380707170435,True
gamma,1000.0,40.0,1.0,3.57852,3000,234,0.078,0.0689344186666951,0.08814492965748001,True
gamma,3000.0,40.0,1.0,3.57852,3000,255,0.085,0.07554352413105025,0.09551792031097028,True
gamma,10000.0,40.0,1.0,3.57852,3000,291,0.097,0.08691909125536426,0.10811166081724846,True
gamma,0.5,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,1.0,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,3.0,60.0,1.0,3.57852,3000,0,0.0,0.0,0.0012788487253259629,True
gamma,10.0,60.0,1.0,3.57852,3000,245,0.08166666666666667,0.07239367990574448,0.09200962352777824,True
