particle,kinetic_energy_mev,angle_deg,events,include_steel,geant4_version_number,nonzero_probability,mean_deposit_mev,std_deposit_mev,q0_deposit_mev,q0.1_deposit_mev,q0.25_deposit_mev,q0.5_deposit_mev,q0.75_deposit_mev,q0.9_deposit_mev,q0.99_deposit_mev,q1_deposit_mev,p_ge_0.25mip,p_ge_0.5mip,p_ge_1mip,p_ge_2mip
e+,10.0,60.0,3000,True,1141,0.8186666666666667,4.146657834514308,2.82130822465413,0.0,0.0,1.2015602986512324,4.6249501082632065,6.570879629581216,7.649687847131575,8.414459258956862,9.020020802061936,0.7596666666666667,0.7263333333333334,0.633,0.17
e+,10.0,70.0,3000,True,1141,0.638,2.9484196424356934,2.9130778191384135,0.0,0.0,0.0,2.668284232384864,5.666432998818697,7.050495346685394,8.391931303135895,9.218519238399,0.5663333333333334,0.5356666666666666,0.447,0.09066666666666667
e+,30.0,0.0,3000,True,1141,0.99,4.074326757066411,1.4926423689219896,0.0,3.266813288644952,3.458439276818904,3.7507319384769424,4.306970871383874,5.319371749486459,9.18990325764742,28.812818477520274,0.9823333333333333,0.9783333333333334,0.6423333333333333,0.03333333333333333
e+,30.0,20.0,3000,True,1141,0.9923333333333333,4.335119727133769,1.377671505851412,0.0,3.4487638266302154,3.6907381607321708,4.026938635804526,4.6162957681463315,5.7101733554197205,9.213819024319822,18.1596548260993,0.9886666666666667,0.9826666666666667,0.8316666666666667,0.038
e+,30.0,40.0,3000,True,1141,0.99,5.503331102604724,2.1921457867210594,0.0,4.016189779086954,4.442368271249939,5.056204905471731,6.008846185110295,7.599991911864049,14.207796168989638,26.865589202957235,0.9843333333333333,0.9793333333333333,0.9553333333333334,0.12966666666666668
e+,30.0,60.0,3000,True,1141,0.9666666666666667,8.873623930336011,5.118814223044764,0.0,4.547244987955329,5.971969165204975,7.570351087870825,10.532142762162602,16.004606578334233,25.42431842008605,27.84823749198352,0.9576666666666667,0.9486666666666667,0.926,0.5566666666666666
e+,30.0,70.0,3000,True,1141,0.9263333333333333,10.083070735654996,6.3995219352374,0.0,0.7422824890759112,6.084873930117283,9.107480185252331,13.984436571429377,19.333646228042305,25.95730713153197,28.135760095823656,0.8973333333333333,0.8853333333333333,0.8513333333333334,0.6596666666666666
e+,100.0,0.0,3000,True,1141,0.9973333333333333,4.117369173723444,1.3103739250590343,0.0,3.2654010084483334,3.437072782103595,3.731239643552274,4.299471344363699,5.436616990869596,9.448383539166331,17.39381875855293,0.9953333333333333,0.9933333333333333,0.6176666666666667,0.03933333333333333
e+,100.0,20.0,3000,True,1141,0.997,4.306468373237793,1.2151710154262616,0.0,3.463297005876955,3.6480682139624268,3.9728513198096262,4.533662060257546,5.634062976382188,8.959760785027731,13.733906256025184,0.995,0.992,0.8113333333333334,0.03966666666666667
e+,100.0,40.0,3000,True,1141,0.9966666666666667,5.399630198449056,1.778401131134617,0.0,4.260573199452741,4.516916420697284,4.9188975863341895,5.728968867376318,7.240503406127371,12.627494145310706,24.10777239039959,0.9953333333333333,0.9923333333333333,0.972,0.105
e+,100.0,60.0,3000,True,1141,0.995,8.603941891561718,3.7270959655464826,0.0,6.263641850484491,6.9489996587968985,7.820156073989274,9.322916477052726,11.858632242794625,21.582497664582515,85.85489260687835,0.9936666666666667,0.9903333333333333,0.9803333333333333,0.6913333333333334
e+,100.0,70.0,3000,True,1141,0.989,13.086500273917709,6.605754042141422,0.0,7.854601307529919,9.633553409717448,11.695992352990201,14.849652517037638,19.590230902369832,40.75605793297031,69.0142848805203,0.9866666666666667,0.9843333333333333,0.975,0.927
e+,300.0,0.0,3000,True,1141,0.9996666666666667,4.138941052729307,1.2220659616615257,0.0,3.27801560369898,3.4449823035562397,3.7479224145694996,4.323728726989621,5.478985892676085,8.934571752458154,15.673474799262737,0.9993333333333333,0.999,0.6313333333333333,0.03766666666666667
e+,300.0,20.0,3000,True,1141,0.999,4.427130307950761,1.4380785499938333,0.0,3.484608671294787,3.6758622348362078,3.9855801641148627,4.637497762648423,5.870719317713546,10.220805410634298,23.215803227649502,0.998,0.9966666666666667,0.833,0.049666666666666665
e+,300.0,40.0,3000,True,1141,0.9986666666666667,5.514495576866641,1.8678411565336848,0.0,4.294699952863424,4.544963677768025,4.9484450715749695,5.795290428316314,7.432372918143168,13.41294853453274,26.637140028321006,0.9973333333333333,0.997,0.9823333333333333,0.11766666666666667
e+,300.0,60.0,3000,True,1141,0.9986666666666667,8.710142803836497,3.638129007103919,0.0,6.594167179760936,7.067859578321676,7.788838598941407,9.144815729931643,11.766445226482253,23.66981049776549,83.97866264599246,0.9983333333333333,0.998,0.994,0.7116666666666667
e+,300.0,70.0,3000,True,1141,0.997,13.434799771844894,6.004541312824904,0.0,9.395066051888742,10.474213280479974,11.90133923997158,14.23811206078835,19.25040090364547,39.370164925274665,72.74544323254811,0.995,0.9933333333333333,0.9913333333333333,0.9666666666666667
e+,1000.0,0.0,3000,True,1141,1.0,4.182766351985793,1.543220167514429,0.5276422039511544,3.262826009471757,3.434086718436613,3.736566132693072,4.353169114539028,5.48911958744237,10.239544201804192,44.76101902772026,0.9996666666666667,0.9996666666666667,0.6196666666666667,0.042666666666666665
e+,1000.0,20.0,3000,True,1141,0.9996666666666667,4.457450700396469,1.4290150488680522,0.0,3.478309156827863,3.6789282190359045,4.006068384279167,4.6396039453442635,5.974523530197435,10.432597634589023,15.660711566613584,0.9996666666666667,0.9996666666666667,0.8303333333333334,0.05533333333333333
e+,1000.0,40.0,3000,True,1141,0.9996666666666667,5.554750542686209,1.9728444457239476,0.0,4.309687777196539,4.537586950712307,4.94127039102497,5.717136910218602,7.595699349986944,13.650470427851882,25.653986300432475,0.9996666666666667,0.9993333333333333,0.9856666666666667,0.123
e+,1000.0,60.0,3000,True,1141,0.9993333333333333,8.92531257406389,3.469835430848963,0.0,6.662870090363003,7.091358826757906,7.8474688716594,9.44533757148064,12.457332971532658,23.546235364830974,38.83699368380842,0.9993333333333333,0.9993333333333333,0.998,0.722
e+,1000.0,70.0,3000,True,1141,0.9986666666666667,14.60977110721367,7.659466486332876,0.0,9.891938330265178,10.696378175414704,12.097286660437158,15.23764378454695,23.33468076780253,44.16924265477901,93.36321925871587,0.9986666666666667,0.9986666666666667,0.9973333333333333,0.9736666666666667
e+,3000.0,0.0,3000,True,1141,1.0,4.223376809529929,1.3906945437860418,2.312748771269371,3.2822053227985597,3.4402213045946177,3.7426831042692568,4.410419253767179,5.762094307649558,10.342060107675035,15.719608288120419,1.0,1.0,0.6233333333333333,0.049
e+,3000.0,20.0,3000,True,1141,1.0,4.575249534352911,1.6809060535393754,1.666464381087388,3.4796213102660154,3.671715653445073,4.017237684864195,4.77231093896762,6.358116062708784,11.738742281098968,19.022510814075247,1.0,0.999,0.8303333333333334,0.07266666666666667
e+,3000.0,40.0,3000,True,1141,0.9996666666666667,5.58531356441672,2.0279005045643284,0.0,4.299776486810895,4.5332347873104695,4.923452156460434,5.75282509061558,7.631471367201249,14.127650134497637,23.07830223778164,0.9996666666666667,0.9996666666666667,0.9856666666666667,0.12266666666666666
